Date,Page,Clicks,Impressions,CTR,Position
2026-04-24,https://example.com/local-seo-template,26,615,0.0423,22.20
2026-04-24,https://example.com/site-speed-optimization,20,438,0.0457,29.40
2026-04-27,https://example.com/seo-audit-checklist,65,1340,0.0485,13.20
2026-04-27,https://example.com/technical-seo-guide,45,1073,0.0419,17.20
2026-04-27,https://example.com/content-cluster-strategy,34,869,0.0391,15.20
2026-04-27,https://example.com/keyword-research-b2b,26,642,0.0405,21.20
2026-04-27,https://example.com/internal-linking-playbook,34,791,0.0430,20.40
2026-04-27,https://example.com/programmatic-seo-case-study,26,659,0.0395,23.40
2026-04-27,https://example.com/local-seo-template,26,615,0.0423,22.20
2026-04-27,https://example.com/site-speed-optimization,20,438,0.0457,29.40
2026-04-30,https://example.com/seo-audit-checklist,64,1340,0.0478,13.20
2026-04-30,https://example.com/technical-seo-guide,44,1073,0.0410,17.20
2026-04-30,https://example.com/content-cluster-strategy,33,869,0.0380,15.20
2026-04-30,https://example.com/keyword-research-b2b,26,642,0.0405,21.20
2026-04-30,https://example.com/internal-linking-playbook,34,791,0.0430,20.40
2026-04-30,https://example.com/programmatic-seo-case-study,25,659,0.0379,23.40
2026-04-30,https://example.com/local-seo-template,25,615,0.0407,22.20
2026-04-30,https://example.com/site-speed-optimization,20,438,0.0457,29.40
2026-05-03,https://example.com/seo-audit-checklist,73,1507,0.0484,12.50
2026-05-03,https://example.com/technical-seo-guide,49,1164,0.0421,16.50
2026-05-03,https://example.com/content-cluster-strategy,36,909,0.0396,14.50
2026-05-03,https://example.com/keyword-research-b2b,27,655,0.0412,20.50
2026-05-03,https://example.com/internal-linking-playbook,34,783,0.0434,20.75
2026-05-03,https://example.com/programmatic-seo-case-study,24,630,0.0381,23.75
2026-05-03,https://example.com/local-seo-template,28,653,0.0429,21.50
2026-05-03,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-06,https://example.com/seo-audit-checklist,75,1507,0.0498,12.50
2026-05-06,https://example.com/technical-seo-guide,50,1164,0.0430,16.50
2026-05-06,https://example.com/content-cluster-strategy,36,909,0.0396,14.50
2026-05-06,https://example.com/keyword-research-b2b,27,655,0.0412,20.50
2026-05-06,https://example.com/internal-linking-playbook,34,783,0.0434,20.75
2026-05-06,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-06,https://example.com/local-seo-template,28,653,0.0429,21.50
2026-05-06,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-09,https://example.com/seo-audit-checklist,75,1507,0.0498,12.50
2026-05-09,https://example.com/technical-seo-guide,50,1164,0.0430,16.50
2026-05-09,https://example.com/content-cluster-strategy,37,909,0.0407,14.50
2026-05-09,https://example.com/keyword-research-b2b,28,655,0.0427,20.50
2026-05-09,https://example.com/internal-linking-playbook,35,783,0.0447,20.75
2026-05-09,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-09,https://example.com/local-seo-template,28,653,0.0429,21.50
2026-05-09,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-12,https://example.com/seo-audit-checklist,76,1507,0.0504,12.50
2026-05-12,https://example.com/technical-seo-guide,51,1164,0.0438,16.50
2026-05-12,https://example.com/content-cluster-strategy,37,909,0.0407,14.50
2026-05-12,https://example.com/keyword-research-b2b,28,655,0.0427,20.50
2026-05-12,https://example.com/internal-linking-playbook,35,783,0.0447,20.75
2026-05-12,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-12,https://example.com/local-seo-template,29,653,0.0444,21.50
2026-05-12,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-15,https://example.com/seo-audit-checklist,76,1507,0.0504,12.50
2026-05-15,https://example.com/technical-seo-guide,51,1164,0.0438,16.50
2026-05-15,https://example.com/content-cluster-strategy,37,909,0.0407,14.50
2026-05-15,https://example.com/keyword-research-b2b,28,655,0.0427,20.50
2026-05-15,https://example.com/internal-linking-playbook,35,783,0.0447,20.75
2026-05-15,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-15,https://example.com/local-seo-template,29,653,0.0444,21.50
2026-05-15,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-18,https://example.com/seo-audit-checklist,76,1507,0.0504,12.50
2026-05-18,https://example.com/technical-seo-guide,51,1164,0.0438,16.50
2026-05-18,https://example.com/content-cluster-strategy,37,909,0.0407,14.50
2026-05-18,https://example.com/keyword-research-b2b,28,655,0.0427,20.50
2026-05-18,https://example.com/internal-linking-playbook,35,783,0.0447,20.75
2026-05-18,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-18,https://example.com/local-seo-template,29,653,0.0444,21.50
2026-05-18,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-21,https://example.com/seo-audit-checklist,75,1507,0.0498,12.50
2026-05-21,https://example.com/technical-seo-guide,50,1164,0.0430,16.50
2026-05-21,https://example.com/content-cluster-strategy,37,909,0.0407,14.50
2026-05-21,https://example.com/keyword-research-b2b,28,655,0.0427,20.50
2026-05-21,https://example.com/internal-linking-playbook,35,783,0.0447,20.75
2026-05-21,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-21,https://example.com/local-seo-template,28,653,0.0429,21.50
2026-05-21,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-24,https://example.com/seo-audit-checklist,75,1507,0.0498,12.50
2026-05-24,https://example.com/technical-seo-guide,50,1164,0.0430,16.50
2026-05-24,https://example.com/content-cluster-strategy,36,909,0.0396,14.50
2026-05-24,https://example.com/keyword-research-b2b,27,655,0.0412,20.50
2026-05-24,https://example.com/internal-linking-playbook,34,783,0.0434,20.75
2026-05-24,https://example.com/programmatic-seo-case-study,25,630,0.0397,23.75
2026-05-24,https://example.com/local-seo-template,28,653,0.0429,21.50
2026-05-24,https://example.com/site-speed-optimization,19,407,0.0467,29.75
2026-05-27,https://example.com/seo-audit-checklist,73,1507,0.0484,12.50
2026-05-27,https://example.com/technical-seo-guide,49,1164,0.0421,16.50
2026-05-27,https://example.com/content-cluster-strategy,36,909,0.0396,14.50
2026-05-27,https://example.com/keyword-research-b2b,27,655,0.0412,20.50
2026-05-27,https://example.com/internal-linking-playbook,34,783,0.0434,20.75
2026-05-27,https://example.com/programmatic-seo-case-study,24,630,0.0381,23.75
2026-05-27,https://example.com/local-seo-template,28,653,0.0429,21.50
2026-05-27,https://example.com/site-speed-optimization,19,407,0.0467,29.75
